,model,output,interpretable,attributable,cells,reasoning,id,set,language,lang
10,ssa_mt5,Ikú ọmọ tí kòtó ọdún 5 lọ́jọ́-orí wọ́n bi ní ikú ọmọ ìkókó tí wọ́n bí ní ọmọ ìkókó tí wọ́n bí ní ọmọ ìkókó tí wọ́n bí ní ọmọ ìkókó tí wọ́n bí ní ọmọ ìkókó tí wọ́n bí ní ọmọ ìkókó tí wọ́n bí ní ọmọ ìkókó tí wọ́n bí ní ọmọ ìkókó tí wọ́n bí ní ọmọ ìkókó tí wọ́n bí ní ọmọ ìkókó tí wọ́n bí ní ọmọ ìkókó tí wọ́n bí ní ọmọ ìkókó tí wọ́n bí ní ọmọ ìkókó tí wọ́n bí ní ọmọ ìkókó tí wọ́n bí ní ọmọ ìkókó tí wọ́n bí ní ọmọ ìkókó tí wọ́n bí ní ọmọ ìkókó tí wọ́n bí ní ọmọ ìkókó tí wọ́n bí ní ọmọ ìkókó tí wọ́n bí ní ọmọ ìkókó tí wọ́n bí ní ọmọ ìkókó tí wọ́n bí ní ọmọ ìkókó tí wọ́n bí ní ọmọ ìkókó tí wọ́n bí,0.0,,,,SR238-yo-12,dev,,yo
11,reference,"Òdiwọ̀n ikú àwọn ọmọ tí kòtó ọdún 5 lọ́jọ́ orí ni àwọn ikú 68 nínú àwọn ìbímọ alààyè 1,000.",1.0,1.0,2.0,1.0,SR238-yo-12,dev,,yo
11,ssa_mt5,"Ìdá kan nínú ìdá mẹ́ta àwọn ọmọdé tí ọjọ́-orí wọn kòtó ọdún 5 tókọjá, ní àfiwé pẹlu àwọn ọmọdé tí ọjọ́-orí wọn kòtó ọdún 5 tókọjá.",0.0,,,,FR229-yo-8,test,,yo
12,mt5_small,Ìbísí ńpọ̀síi láti ọ̀nà ọdún 2000.,1.0,0.0,,,FR229-yo-8,test,,yo
13,mt5_xxl,Àròpapọ̀ òdiwọ̀n ìbísí ní Kenya lọ sílẹ̀ láti àwọn ọmọ 8.1 fún obìnrin kan sí àwọn ọmọ 4.6 fún obìnrin kan.,1.0,1.0,8.0,1.0,FR229-yo-8,test,,yo
14,reference,"Àmọ́sá, ó dàbí pé ìbísí ńlọ sókè, àní ní fẹ́rẹ́ẹ́fẹ́, lẹ́yìn 1998, tó sì ńdé TFR ti àwọn ọmọ 4.9 láti ara obìnrin kan ninu àkókò ọdún 2000-02.",1.0,1.0,4.0,1.0,FR229-yo-8,test,,yo
9,mt5_xxl,Àwọn ilé ìṣègbọ̀nṣẹ̀ tó pọ̀ jù ní àwọn agbègbè ìlú ńlá (ìdá 98 nínú ìdá ọgọ́ọ̀rún) àti àwọn agbègbè igbèríko (ìdá 97 nínú ìdá ọgọ́ọ̀rún),1.0,1.0,4.0,1.0,FR346-yo-2,dev,,yo
10,mt5_small,"Ìdá 97 nínú ìdá ọgọ́ọ̀rún àwọn ilé ìṣègbọ̀nṣẹ̀ nínú ìdá ọgọ́ọ̀rún àwọn ilé ìṣègbọ̀nṣẹ̀ nípati ibùgbé, ìdá 95 nínú ìdá ọgọ́ọ̀rún àwọn ilé ìṣègbọ̀nṣẹ̀ nípati ibùgbé.",0.0,,,,FR346-yo-2,dev,,yo
11,reference,Àwọn ilé ìṣègbọ̀nṣẹ̀ alájọpín irúfẹ́ tójẹ́ ìtẹ́wọ́gbà mìíràn ni ìdá 2 nínú ìdá ọgọ́ọ̀rún àwọn ilé-ìgbé nìkan ńlò.,1.0,0.0,,,FR346-yo-2,dev,,yo
12,ssa_mt5,"Ní ilẹ̀ Tanzania, ìdá 98 nínú ìdá ọgọ́ọ̀rún àwọn ilé ìṣègbọ̀nṣẹ̀ ní a múdára síi, ní àfiwé pẹlu ìdá 94 nínú ìdá ọgọ́ọ̀rún àwọn ilé ìṣègbọ̀nṣẹ̀ ní a kò múdára síi.",1.0,0.0,,,FR346-yo-2,dev,,yo
10,mt5_xxl,"Ìdá mẹ́rindinlọgọrun àwọn obìnrin tí ọjọ́-orí wọn jẹ́ 15-49 ló ń ṣábà dá ìpinnu se tabi jùmọ́ se ìpinnu pẹlu ọkọ wọn nípa awọn ohun tó ṣe pàtàkì fún lilo ninu ilé, ìdá 88 nínú ìdá ọgọ́ọ̀rún ló ń ṣábà dá ìpinnu se tabi jùmọ́ se ìpinnu pẹlu ọkọ wọn nípa awọn àbẹ̀wò sí ìdílé tàbí àwọn ọ̀rẹ́ wọn, ìdá 75 nínú ìdá ọgọ́ọ̀rún ló ń ṣábà dá ìpinnu se tabi jùmọ́ se ìpinnu pẹlu ọkọ wọn nípa awọn ohun tó ṣe pàtàkì fún lilo ninu ilé, ìdá 81 nínú ìdá ọgọ́ọ̀rún ló ń ṣábà dá ìpinnu se tabi jùmọ́ se ìpinnu nipa awọn ohun tí a rà fún lilo ninu ilé, ati ìdá 75 nínú ìdá ọgọ́ọ̀rún ló ń ṣábà dá ìpinnu se tabi jùmọ",0.0,,,,SR238-yo-24,test,,yo
11,mt5_small,Ìdá 75 nínú ìdá ọgọ́ọ̀rún àwọn obìnrin tí wọ́n ní ìpinnu mẹ́ta nínú àwọn ìpinnu mẹ́ta nínú àwọn ìpinnu mẹ́ta nínú àwọn ìpinnu mẹ́ta nínú àwọn ìpinnu mẹ́ta nínú àwọn ìpinnu mẹ́ta nínú àwọn ìpinnu mẹ́ta nínú àwọn ìpinnu mẹ́ta nínú àwọn ìpinnu mẹ́ta nínú àwọn ìpinnu mẹ́ta nínú àwọn ìpinnu mẹ́ta nínú àwọn ìpinnu mẹ́ta nínú àwọn ìpinnu mẹ́ta nínú àwọn ìpinnu mẹ́ta nínú àwọn ìpinnu mẹ́ta nínú àwọn ìpinnu mẹ́ta nínú àwọn ìpinnu mẹ́ta nínú àwọn ìpinnu mẹ́ta nínú àwọn ìpinnu mẹ́ta nínú àwọn ìpinnu mẹ́ta nínú àwọn ìpinnu mẹ́ta nínú àwọn ìpinnu mẹ́ta nínú àwọn ìpinnu mẹ́ta nínú,0.0,,,,SR238-yo-24,test,,yo
12,reference,Ìdá meje nínú ìdá ọgọ́ọ̀rún àwọn obìnrin ní kìí kópa ninu èyíkéyìí àwọn ìpinnu mẹ́ta náà.,1.0,1.0,2.0,1.0,SR238-yo-24,test,,yo
13,ssa_mt5,Ìdá 75 nínú ìdá ọgọ́ọ̀rún àwọn obìnrin tí wọ́n ń ṣábà dá ìpinnu se tabi jùmọ́ se ipinnu pẹlu ọkọ wọn.,1.0,0.0,,,SR238-yo-24,test,,yo
8,mt5_small,"Ìdá mẹ́ta nínú ìdá ọgọ́ọ̀rún àwọn obìnrin ní àrùn jẹdọjẹdọ hẹpataitiisi ti C, ìdá 11 nínú ìdá ọgọ́ọ̀rún àwọn obìnrin ní àrùn jẹdọjẹdọ hẹpataitiisi ti C, ìdá 9 nínú ìdá ọgọ́ọ̀rún àwọn obìnrin ní àrùn jẹdọjẹdọ hẹpataitiisi ti C, ìdá 9 nínú ìdá ọgọ́ọ̀rún àwọn obìnrin ní àrùn jẹdọjẹdọ hẹpataitiisi ti C, ìdá 9 nínú ìdá ọgọ́ọ̀rún àwọn obìnrin ní àrùn jẹdọjẹdọ hẹpataitiisi ti C, ìdá 9 nínú ìdá ọgọ́ọ̀rún àwọn obìnrin ní àrùn jẹdọjẹdọ hẹpataitiisi ti C, ìdá 9 nínú ìdá ọgọ́ọ̀rún àwọn obìnrin ní àrùn jẹdọjẹdọ hẹpataitiisi ti C, ìdá 9 nínú ìdá ọgọ́ọ̀rún àwọn obìnrin ní àrùn jẹdọjẹdọ hẹpata",0.0,,,,FR313-yo-3,test,,yo
9,mt5_xxl,Ìdá mẹ́rindinlọgọrun àwọn ọkùnrin ati ìdá mẹ́rindinlọgọrun àwọn obìnrin tí ọjọ́-orí wọn jẹ́ 15-59 ló ní àrùn jẹdọjẹdọ hẹpataitiisi C.,1.0,0.0,,,FR313-yo-3,test,,yo
10,ssa_mt5,"Ìdá nínú ìdá ọgọọrun ti àwọn ọkunrin tí ọjọ́-orí wọn jẹ ọdun 15-49 ti awọn nǹkan dojú kọ ninu ìdá ọgọọrun ní ọdún 2008-09, tó sì ńlọ sókè síi láti ìdá 13 nínú ìdá ọgọọrun ní ọdún 2003 sí ìdá 7 nínú ìdá ọgọọrun ní ọdún 2007.",0.0,,,,FR313-yo-3,test,,yo
11,reference,"Ninu akoko towa laarin àwọn ibeere oniiwadi meji náà, odiwọn ìdá ninu ìdá ọgọọrun ti àwọn agbalagba ti ayẹwo sọ wipe wọn ní àrùn (e.n., àwọn ti wọn ní àrùn jẹdọjẹdọ hẹpataitiisi ti C) dín kù síi ní iwọn ìdá 30 ninu ìdá ọgọọrun.",1.0,0.0,,,FR313-yo-3,test,,yo
9,ssa_mt5,Ìdá mẹ́tàdínlọ́gbọ̀n nínú ìdá ọgọ́ọ̀rún àwọn ọmọdé tí ọjọ́ orí wọn wà lábẹ́ ọdún mẹ́fà sẹ́yìn ní oṣù mẹ́fà sẹ́yìn ní oṣù mẹ́fà sẹ́yìn ní oṣù mẹ́fà sẹ́yìn ní oṣù mẹ́fà sẹ́yìn ní oṣù mẹ́fà sẹ́yìn ní oṣù mẹ́fà sẹ́yìn ní oṣù mẹ́fà sẹ́yìn ní oṣù mẹ́fà sẹ́yìn ní oṣù mẹ́fà sẹ́yìn ní oṣù mẹ́fà sẹ́yìn ní oṣù mẹ́fà sẹ́yìn ní oṣù mẹ́fà sẹ́yìn ní oṣù mẹ́fà sẹ́yìn ní oṣù mẹ́fà sẹ́yìn ní oṣù mẹ́fà sẹ́yìn ní oṣù mẹ́fà sẹ́yìn.,0.0,,,,SR280-yo-11,dev,,yo
10,mt5_small,"Ìdá mẹ́tàdínlọ́gbọ́n àwọn ọ̀nà àtiṣe ìfúnni oúnjẹ àti àfikún fítámì aṣaralóore ti A ní oṣù mẹ́fà sẹ́yìn lọ́jọ́ orí wọn wà lábẹ́ ọdún mẹ́fà sẹ́yìn lọ́dún 36 sí 49, nigbati ìdá 14 nínú ìdá ọgọ́ọ̀rún sì ńlo ìgò pẹ̀lú orí ọmú ní oṣù mẹ́fà sẹ́yìn lọ́dún 14 sí 49 nínú ìdá ọgọ́ọ̀rún sì ńlo ìgò pẹ̀lú orí ọmú ní oṣù mẹ́fà sẹ́yìn lọ́dún 14 sí ìdá 14 nínú ìdá ọgọ́ọ̀rún ní oṣù mẹ́fà sẹ́yìn ní oṣù mẹ́fà sẹ́yìn ní oṣù mẹ́fà sẹ́yìn ní oṣù mẹ́fà sẹ́yìn ní oṣù mẹ́fà sẹ́yìn ní oṣù mẹ́fà sẹ́yìn ní oṣù",0.0,,,,SR280-yo-11,dev,,yo
11,reference,"Ní oṣù mẹ́rin sí márùn-ún, òdiwọ̀n ìdá 14 nínú ìdá ọgọ́ọ̀rùn-ún àwọn ọmọ ọwọ́ ni wọ́n ń fún ní ìgò, àṣà mìíràn tó sì ń mú kí wọ́n wà nínú ewu àkóràn.",1.0,0.0,,,SR280-yo-11,dev,,yo
12,mt5_xxl,Àwọn ọmọdé tí ọjọ́ orí wọn wà láàrín oṣù 6 sí 59 ló ṣeéṣe kí wọ́n gba àfikún fítámì aṣaralóore ti A ní oṣù mẹ́fà sẹ́yìn ju àwọn ọmọdé tí ọjọ́ orí wọn wà láàrín oṣù 6 sí 59 lọ.,0.0,,,,SR280-yo-11,dev,,yo
24,reference,"Ìdá 1 nínú ìdá ọgọ́ọ̀rún péré ti àwọn obìnrin tíwọ́n lọ́kọ láti inú àwọn ilé-ìgbé tóṣe aláìní jùlọ nípati ọrọ̀ níní ńlo àwọn ọ̀nà àtiṣe ti ọ̀làjú, ní àfiwé pẹlu ìdá 31 nínú ìdá ọgọ́ọ̀run àwọn obìnrin tíwọ́n lọ́kọ láti inú àwọn ilé-ìgbé tóní ọrọ̀ jùlọ.",1.0,0.0,,,SR238-yo-8,test,,yo
25,mt5_xxl,Ìlò àwọn ọna ìfètòsọ́mọbíbí ti ọ̀làjú ga jùlọ ní Luanda (ìdá 23 nínú ìdá ọgọ́ọ̀rún) tí ó sìwá nílẹ̀ jùlọ ní Kuando Kubango (ìdá 1 nínú ìdá ọgọ́ọ̀rún),1.0,1.0,21.0,1.0,SR238-yo-8,test,,yo
26,mt5_small,"Ìlò àwọn ọ̀nà àtiṣe ìfètòsọ́mọbíbí ti ọ̀làjú kan lọ́wọ́lọ́wọ́, ní àfiwé pẹlu ìdá 13 nínú ìdá ọgọ́ọ̀rún àwọn obìnrin ní àwọn ọ̀làjú ní àwọn ọ̀làjú ní àwọn ọ̀làjú ní àwọn ọ̀làjú ní àwọn ọ̀làjú ní àwọn ọ̀làjú ní àwọn ọ̀làjú ní àwọn ọ̀làjú ní àwọn ọ̀làjú ní àwọn ọ̀làjú ní àwọn ọ̀làjú ní àwọn ọ̀làjú ní àwọn ọ̀làjú ní àwọn ọ̀làjú ní àwọn ọ̀làjú ní àwọn ọ̀làjú ní àwọn ọ̀làjú ní àwọn ọ̀làjú ní àwọn ọ̀làjú ní àwọn ọ̀làjú ní àwọn ọ̀làjú ní àwọn ọ̀làjú ní àwọn ọ̀làjú ní àwọn ọ̀làjú ní àwọn ọ̀làjú ní àwọn ọ̀làjú ní àwọn ọ̀làjú ní àwọn",0.0,,,,SR238-yo-8,test,,yo
27,ssa_mt5,.,0.0,,,,SR238-yo-8,test,,yo
15,reference,Ìdá 15 nínú ìdá ọgọ́ọ̀rún ni ìgbéyàwó àkọ́kọ́ ni ọjọ́-orí tóyá-juti-irúfẹ́ tí àwọn tóju ìdá méjì ninu ìdá mẹta gbogbo àwọn ọkùnrin (tabi ìdá 11 nínú ìdá ọgọ́ọ̀rún gbogbo àwọn ọkùnrin) sì ni iriri ìbí ọmọ àkọ́kọ́ kan ni ọjọ́-orí tópẹ́-juti-irúfẹ kan lọ.,0.0,,,,AS75-yo-6,test,,yo
16,mt5_small,Ìdá mẹ́tàdínlọ́gbọ́n àwọn ọkunrin ní ọjọ́-orí wọn jẹ́ 15-49 ńfihàn wipe ìdá mẹ́rin àwọn ọkunrin ní ọjọ́-orí wọn jẹ́ 15-49 ńfihàn wipe ìdá mẹ́rin àwọn ọkunrin ní ọjọ́-orí wọn jẹ́ 15-49,0.0,,,,AS75-yo-6,test,,yo
17,mt5_xxl,Àwọn ọkunrin tí ọjọ́-orí wọn jẹ́ 30-34 ló ṣeéṣe kí wọ́n fẹ́ ìbímọ kan ní àkókò tó saájú ju àwọn obìnrin tí ọjọ́-orí wọn jẹ́ 25-29 lọ. Àwọn obìnrin tí ọjọ́-orí wọn jẹ́ 25-29 ló ṣeéṣe kí wọ́n fẹ́ ìbímọ kan ní àkókò tó saájú ju àwọn obìnrin tí ọjọ́-orí wọn jẹ́ 25-29 lọ.,0.0,,,,AS75-yo-6,test,,yo
18,ssa_mt5,"Ìdá méjìdínlọ́gọ́rùn àwọn ọkunrin ní ìlú ńlá ní ìsáájú ní ìsáájú ní ìbáyà, nígbàtí ìdá kan nínú ìdá mẹ́rin nínú ìdá mẹ́rin ní ìsáájú.",0.0,,,,AS75-yo-6,test,,yo
10,mt5_xxl,Àìsàn àìtó ẹ̀jẹ̀ jẹ́ àìsàn alábọ́dé kan.,1.0,0.0,,,SR220-yo-15,dev,,yo
11,mt5_small,Ìdá nínú ìdá ọgọ́rùn àwọn obìnrin ní àìsàn àìtó ẹ̀jẹ̀ nínú àwọn obìnrin ní àìsàn àìtó ẹ̀jẹ̀ ní àwọn ọmọdé ní àìsàn àìtó ẹ̀jẹ̀ ní àwọn ọmọdé ní àìsàn àìtó ẹ̀jẹ̀ ní àwọn ọmọdé ní àìsàn àìtó ẹ̀jẹ̀ ní àwọn ọmọdé ní àìsàn àìtó ẹ̀jẹ̀ ní àìtó ẹ̀jẹ̀ ní àwọn ọmọdé ní àìsàn àìtó ẹ̀jẹ̀ ní àìtó ẹ̀jẹ̀ ní àwọn ọmọdé ní àìsàn àìtó ẹ̀jẹ̀ ní àìtó ẹ̀jẹ̀ ní àìtó ẹ̀jẹ̀ ní àìtó ẹ̀jẹ̀ ní àìtó ẹ̀jẹ̀ ní àìtó ẹ̀jẹ̀ ní àìtó ẹ̀jẹ̀ ní àìtó ẹ̀jẹ̀ ní àìtó ẹ̀jẹ̀ ní àìtó ẹ̀j,0.0,,,,SR220-yo-15,dev,,yo
12,ssa_mt5,"Àìsàn àìtó ẹ̀jẹ̀ ní ó lágbára gidigidi ní àwọn ọmọdé, láti ìdá 39 nínú ìdá ọgọ́rùn ní 2002.",1.0,0.0,,,SR220-yo-15,dev,,yo
13,reference,Àìsàn àìtó ẹjẹ̀ ló tún wọ́pọ̀ jù láàrin àwọn obìnrin: èyí tó ju mèje nínú mẹ́wàá ló ni ́àìsàn àìtó ẹjẹ̀.,1.0,1.0,6.0,1.0,SR220-yo-15,dev,,yo
20,ssa_mt5,"àwọn ọmọ bíbí ti dínkù láti ìdá 6 nínú ẹgbẹrun kan eniyan ní ọdún 2013, ati awọn ọmọ bíbí ti pọ̀ si láti ìdá 3 nínú ẹgbẹrun kan eniyan ní ọdún 2012 sí ìdá 31 nínú ẹgbẹrun kan eniyan ní ọdún 2013.",1.0,0.0,,,FR302-FR306-yo-1,dev,,yo
21,reference,Ìdá kan nínú ìdá ọgọ́ọ̀rún àwọn obìnrin ti ọjọ́ orílẹ̀-èdè Íjíbítì ti ọjọ́ orílẹ̀-èdè Íjíbítì ti ọjọ́ orílẹ̀-èdè Íjíbítì ti ọjọ́ orílẹ̀-èdè Íjíbítì ti ọjọ́ orílẹ̀-èdè Íjíbítì ti ọjọ́ orílẹ̀-èdè Íjíbítì ti ọjọ́ orílẹ̀-èdè Íjíbítì ti ọjọ́ orílẹ̀-èdè Íjíbítì ti ọjọ́ orílẹ̀-èdè Íjíbítì ti ọjọ́ orílẹ̀-èdè Íjíbítì ti ọjọ́ orílẹ̀-èdè Íjíbítì ti ọjọ́ orílẹ̀-èdè Íjíbítì ti ọjọ́ orílẹ̀-èdè Íjíbítì ti ọjọ́ orílẹ̀-èdè Íjíbítì ti ọjọ́ orílẹ̀-èdè Íjíbítì ti ọjọ́ orílẹ̀-èdè Íjíbítì ti ọjọ́ orílẹ̀-èdè Íjíbítì ti ọjọ́ orílẹ̀-èdè Íjíbítì ti ọjọ́ orílẹ̀-èdè Íjíbítì ti ọjọ́ orílẹ̀-èdè Íjíbítì ti ọjọ́ orílẹ,0.0,,,,FR302-FR306-yo-1,dev,,yo
22,mt5_xxl,"Ìdá 6.4 nínú ìdá ọgọ́ọ̀rún àwọn obinrin àwọn obinrin àwọn ọmọ bíbí ní ọdún 15 sí 49,6 ni ọdun 2013 sí ọdun 2013.",0.0,,,,FR302-FR306-yo-1,dev,,yo
23,mt5_small,"Ní ọgangan ibi yẹn, ọna ti nǹkan doju kọ náà ni a yipada, tí CBR sì pọsii ni odiwọn ìdá 25 ninu ìdá ọgọọrun dé ipele awọn ibimọ 31.9 nínú ẹgbẹrun kan eniyan ninu ọdun 2012 kí ó tó wá lọ silẹ diẹ dé awọn ibimọ 31 nínú ẹgbẹrun kan eniyan ninu ọdún 2013.",1.0,1.0,16.0,1.0,FR302-FR306-yo-1,dev,,yo
8,reference,Ìdá 45 nínú ìdá ọgọ́ọ̀rún àwọn ilé́-igbe ní ITN kan fún gbogbo ènìyàn 2 tí ó dúró ninu ilé náà ní alẹ́ tó saájú ìfọ̀rọ̀wánilẹ́nuwò náà.,1.0,1.0,2.0,1.0,MIS31-yo-7,test,,yo
9,mt5_xxl,"Ìdá kan nínú ìdá mẹ́rin àwọn ilé-ìgbé ní ó kéré tán ITN kan, ṣùgbọ́n kò tó fún gbogbo àwọn ará HH.",1.0,0.0,,,MIS31-yo-7,test,,yo
10,mt5_small,Ìpínkáàkiri nínú ilé-ìgbé ńpọ̀síi gidigidi láti ìdá 23 nínú ìdá ọgọ́ọ̀rún ní Zanzibar sí ìdá 46 nínú ìdá ọgọ́ọ̀rún ní Zanzibar.,1.0,0.0,,,MIS31-yo-7,test,,yo
11,ssa_mt5,Ìdá mẹ́rin nínú ìdá ọgọ́ọ̀rún àwọn ilé-ìgbé ní Tanzania ní ìráàyè sí ITN kan nínú ilé-ìgbé ní ìráàyè sí ITN kan.,0.0,,,,MIS31-yo-7,test,,yo
15,mt5_small,Ìdá nínú ìdá ọgọ́ọ̀rún àwọn ọmọ tí ọjọ́-orí wọ́n jẹ́ àwọn ọmọ tí ọjọ́-orí wọ́n jẹ́ àwọn ọmọ tí ọjọ́-orí wọ́n jẹ́ àwọn ọmọ tí ọjọ́-orí wọ́n jẹ́ àwọn ọmọ tí ọjọ́-orí wọ́n jẹ́ àwọn ọmọ tí ọjọ́-orí wọ́n jẹ́ àwọn ọmọ tí ọjọ́-orí wọ́n jẹ́ àwọn ọmọ tí ọjọ́-orí wọ́n jẹ́ àwọn ọmọ tí ọjọ́-orí wọ́n jẹ́ àwọn ọmọ tí ọjọ́-orí wọ́n jẹ́ àwọn ọmọ tí ọjọ́-orí wọ́n jẹ́ àwọn ọmọ tí ọjọ́-orí wọ́n jẹ́ àwọn ọmọ tí ọjọ́-orí wọ́n jẹ́ àwọn ọmọ tí ọjọ́-orí wọ́n jẹ́ àwọn ọjọ́-orí wọ́n jẹ́ àwọn ọmọ tí,0.0,,,,FR229-yo-19,test,,yo
16,ssa_mt5,"Ní ti gbogbogbòò, òdiwọ̀n ìdá nínú ìdá ọgọ́ọ̀rún àwọn ọmọ tí ọjọ́-orí wọ́n jẹ́ àwọn oṣù 12-23 jẹ́ àwọn oṣù 12-23 ní ọjọ́-orí wọ́n jẹ́ àwọn oṣù 12-23 ní ọjọ́-orí wọ́n jẹ́ àwọn oṣù 12-23 ní ọjọ́-orí wọ́n jẹ́ àwọn oṣù 12-23 ní ọjọ́-orí wọ́n jẹ́ àwọn oṣù 12-23 ní ọjọ́-orí wọ́n jẹ́ àwọn oṣù 12-23 ní ọjọ́-orí wọ́n jẹ́ àwọn oṣù 12-23 ní ọjọ́-orí wọ́n jẹ́ àwọn oṣù 12-23 ní ọjọ́-orí wọ́n jẹ́ àwọn oṣù 12-23 ní ọjọ́-orí wọ́n jẹ́ àwọn oṣù 12-23 ní ọjọ́-orí wọ́n jẹ́ àwọn oṣù 12-23 ní ọjọ́-orí wọ́n jẹ́ àwọn oṣù 12-23 ní ọjọ́-orí wọ́n jẹ́ à",0.0,,,,FR229-yo-19,test,,yo
17,mt5_xxl,Àwọn tó ju ìdá kan nínú ìdá mẹ́rin àwọn ọmọ tí ọjọ́-orí wọn jẹ́ àwọn oṣù 12-23 (ìdá 77 nínú ìdá ọgọ́ọ̀rún) ní a fún àjẹsára ìpìlẹ̀ tó yẹ́ jùlọ.,1.0,1.0,2.0,1.0,FR229-yo-19,test,,yo
18,reference,Òdiwọ̀n ìdá 77 nínù ìdá ọgọ́ọ̀rún àwọn ọmọ tí ọjọ́-orí wọn jẹ́ àwọn oṣù 12-23 ti a funni àwọn àjẹsára ni ẹkunrẹrẹ ní àkókò èyíkéyìí saájú ìwádìí oníìbéèrè náà.,1.0,1.0,2.0,1.0,FR229-yo-19,test,,yo
9,reference,"Tí a bá ro ti wíwàláàrín aago aládàáṣée, òdiwọ̀n ìdá 20 nínú ọgọ́ọ̀rún nìkan ni ó ní mẹ́tàa nínú àwọn ohun èlò yìí (eléyìí tójẹ́, ohun èlò, ìmọ̀ fún síṣètò àkókò, àti ago aládàṣée kan).",1.0,1.0,2.0,1.0,SPA22-yo-4,test,,yo
10,ssa_mt5,Ìmọ́tótó ìlera tàbí ńdínkù láti ìdá 88 nínú ìdá ọgọ́ọ̀rún nínú ìdá ọgọ́ọ̀rún ní ìkọ́sọ́nà nínú ìdá ọgọ́ọ̀rún ní ìkọ́sọ́nà nínú ìdá ọgọ́ọ̀rún ní ìkọ́sọ́nà nínú ìdá ọgọ́ọ̀rún ní ìkọ́sọ́nà nínú ìdá ọgọ́ọ̀rún ní ìkọ́sọ́nà nínú ìdá ọgọ́ọ̀rún ní ìkọ́sọ́nà nínú ìdá ọgọ́ọ̀rún ní ìkọ́sọ́nà nínú ìdá ọgọ́ọ̀rún ní ìkọ́sọ́nà nínú ìdá ọgọ́ọ̀rún ní ìkọ́sọ́nà nínú ìdá ọgọ́ọ̀rún ní ìkọ́sọ́nà nínú ìdá ọgọ́ọ̀rún ní ìtọ́sọ́nà nínú ìdá ọgọ́ọ̀rún ní ìtọ́sọ́nà nínú ìdá ọgọ́ọ̀rún ní ìtọ́sọ́nà nínú ìdá ọgọ́ọ̀rún ní ì,0.0,,,,SPA22-yo-4,test,,yo
11,mt5_xxl,Ìdá mẹ́rindinlọgọrun àwọn ohun èlò àti ìmọ̀ fún síṣètò àkókò ló ní ìmọ̀ nípa ṣíṣe àkókò.,1.0,0.0,,,SPA22-yo-4,test,,yo
12,mt5_small,"Ìdá 84 nínú ọgọ́ọ̀rún àwọn ohun èlò fún síṣètò àkókò, ìdá 14 nínú ọgọ́ọ̀rún àwọn ohun èlò fún síṣètò àkókò.",1.0,0.0,,,SPA22-yo-4,test,,yo
21,mt5_small,Ìdá mẹ́tàdínlọ́wọ́lọ́wọ́ àwọn ọmọ tí wọ́n ní ó kéré tán ìyàwó kan ní ó kéré tóba kan ní àwọn agbègbè igbèríko (ìdá 23 nínú ìdá ọgọ́ọ̀rún) ní àfiwé pẹlu ìdá 16 nínú ìdá ọgọ́ọ̀rún ní àwọn agbègbè igbèríko (ìdá 8 nínú ìdá ọgọ́ọ̀rún).,0.0,,,,FR229-yo-12,test,,yo
22,mt5_xxl,Àwọn obìnrin tí kòní ẹ̀kọ́ kankan ló ṣeéṣe kí àwọn ọkọ wọn ní ó kéré tán ìyàwó kan ní àwọn agbègbè ìlú ńlá ju àwọn obìnrin tí wọn lọ́kọ lọwọ́lọ́wọ́ lọ.,1.0,0.0,,,FR229-yo-12,test,,yo
23,ssa_mt5,Ìdá kan nínú ìdá ọgọ́ọ̀rún àwọn ọmọdé tí wọ́n lọ́kọ́ lọ́wọ́ tí wọ́n lọ́kọ́ kankan lọ́wọ́lọ́wọ́ tí wọ́n lọ́kọ́ kankan lọ.,0.0,,,,FR229-yo-12,test,,yo
24,reference,"Ìdá mẹ́tàlá nínú ìdá ọgọ́ọ̀rún àwọn obìnrin tíwọ́n lọ́kọ lọ́wọ́lọ́wọ́ ńgbé ninu àwọn ìṣọ̀kan tí ọkọ wọn ti ní ju ìyàwó kan lọ (e.n., wọ́n ni àwọn ìyàwó orogún kan tàbí jù bẹ́ẹ̀ lọ).",1.0,0.0,,,FR229-yo-12,test,,yo
9,reference,"Nípa síṣàkóso àṣẹ, àwọn ohun èlò aládàni fún èrè ni ó óṣeéṣe kóní àwọn ìtọ́sọ́nà.",1.0,0.0,,,SPA22-yo-31,test,,yo
10,mt5_small,Ìtọ́jú àwọn ètò àyẹ̀wò lóòrèkóòrè ní àwọn ètò ìtọ́jú àwọn ètò ìtọ́jú àti/tàbí àwọn ètò ìtọ́jú àwọn ètò ìtọ́jú àti/tàbí àwọn ètò ìtọ́jú àwọn ètò ìtọ́jú àti/tàbí àwọn ètò ìtọ́jú àti/tàbí àwọn ètò ìtọ́jú àwọn ètò ìtọ́jú àti/tàbí àwọn ètò ìtọ́jú àti/tàbí àwọn ètò ìtọ́jú àwọn ètò ìtọ́jú àti/tàbí àwọn ètò ìtọ́jú àwọn ètò ìtọ́jú àti/tàbí àwọn ètò ìtọ́jú àwọn ètò ìtọ́jú àti/tàbí àwọn ètò ìtọ́jú àwọn ètò ìtọ́jú àti/tàbí àwọn ètò ìtọ́jú àwọn ètò ìtọ́jú àti/tàbí àwọn ètò ìtọ́jú àwọn ètò ìtọ́jú àti/tàbí àwọn ètò ìtọ́,0.0,,,,SPA22-yo-31,test,,yo
