bcp_47_code	iso_639_3_code	english_name	endonym	estimated_number_of_speakers	writing_systems	locales	cldr_official_status	endangerment_status	is_macrolanguage	macrolanguage_bcp_47_code	individual_language_bcp_47_code	iso_639_2b_code	deprecated_bcp_47_code	glottocode	wikidata_id	wikidata_description
anl	anl	Anu-Hkongso Chin			Latn	MM		Vulnerable	False					anuu1241	Q4777679	
anm	anm	Anal		14050	Latn	IN, MM		Definitely endangered	False					anal1239	Q56235	Asian language
ann	ann	Obolo	Andoni	320000	Latn	NG		Not endangered	False					obol1243	Q36614	
ano	ano	Andoque		370	Latn	CO		Definitely endangered	False					ando1256	Q2669225	
anp	anp	Angika	अंगिका	740000	Deva	IN		Vulnerable	False					angi1238	Q28378	Bihari language of India and Nepal
anq	anq	Jarawa		270	Latn	IN		Vulnerable	False					jara1245	Q2475526	language of India
anr	anr	Andh		100000	Deva	IN		Vulnerable	False					andh1242	Q4754314	
ans	ans	Anserma			Latn	CO		Extinct	False					anse1238		
ant	ant	Antakarinya		7	Latn	AU		Severely endangered	False					anta1253	Q921304	
anu	anu	Anuak		140000	Ethi	ET		Not endangered	False					anua1242	Q56677	
anv	anv	Denya		11000	Latn	CM		Vulnerable	False					deny1238	Q35187	Bantoid language of Cameroon
anw	anw	Anaang	Anaang	1400000	Latn	NG		Vulnerable	False					anaa1238	Q2845320	
anx	anx	Andra-Hus		1500	Latn	PG		Not endangered	False					andr1248	Q2846195	
any	any	Anyin	Anyi	1200000	Latn	CI		Not endangered	False					anyi1245	Q28395	language spoken principally in Côte d'Ivoire and Ghana
anz	anz	Anem		800	Latn	PG		Definitely endangered	False					anem1249	Q56512	
aoa	aoa	Angolar		8000	Latn	ST		Vulnerable	False					ango1258	Q34994	
aob	aob	Abom		3	Latn	PG		Critically endangered	False					abom1238	Q3446647	
aoc	aoc	Pemon		6000	Latn	VE		Vulnerable	False					pemo1248	Q10729616	
aod	aod	Andarum		2100	Latn	PG		Definitely endangered	False					anda1284	Q3507888	
aoe	aoe	Angal Enen		80000	Latn	PG		Not endangered	False					anga1294	Q10951638	
aof	aof	Bragat		460	Latn	PG		Definitely endangered	False					brag1240	Q3507977	
aog	aog	Angoram		8200	Latn	PG		Definitely endangered	False				myd	ango1255	Q56366	Papuan language of Papua New Guinea
aoi	aoi	Anindilyakwa		1500	Latn	AU		Definitely endangered	False					anin1240	Q2714654	indigenous Australian language
aoj	aoj	Mufian		11000	Latn	PG		Vulnerable	False					mufi1238	Q3507881	
aok	aok	Arhö		10	Latn	NC		Severely endangered	False					arho1237	Q4790086	
aol	aol	Alor			Latn	ID		Not endangered	False					alor1247	Q3332062	Austronesian language
aom	aom	Ömie		800	Latn	PG		Not endangered	False					omie1241	Q8078975	
aon	aon	Bumbita Arapesh		4300	Latn	PG		Definitely endangered	False					bumb1241	Q3508044	
aor	aor	Aore			Latn	VU		Extinct	False					aore1237	Q12627129	
aos	aos	Taikat		500	Latn	ID		Definitely endangered	False					taik1255	Q7676018	
aot	aot	Atong			Beng, Latn	BD, IN		Definitely endangered	False					aton1241	Q5646	Sino-Tibetan language spoken in southern Meghalaya, India
aou	aou	A'Ou		50	Latn	CN		Critically endangered	False					aoua1234	Q17284871	
aox	aox	Atorada			Latn	BR, GY		Severely endangered	False					ator1244	Q3507932	
aoz	aoz	Uab Meto	Uab Metô	720000	Latn	ID		Not endangered	False					uabm1237	Q3441962	Austronesian language spoken in West Timor
apb	apb	Sa'A		12000	Latn	SB		Not endangered	False					saaa1240	Q36294	
apc	apc	North Levantine Arabic	اللهجة الشامية					Not endangered	False	ar			ajp	nort3139	Q22809485	dialect of Levantine Arabic
apd	apd	Sudanese Arabic	لهجة سودانية	37000000	Arab	SD		Not endangered	False	ar				suda1236	Q56573	
ape	ape	Bukiyip		16000	Latn	PG		Definitely endangered	False					buki1249	Q3507895	
apf	apf	Pahanan Agta		1700	Latn	PH		Not endangered	False					agta1234	Q7135432	language in the Philippines
apg	apg	Ampanang		30000	Latn	ID		Not endangered	False					ampa1239	Q4748035	
aph	aph	Athpariya			Deva, Latn	NP		Definitely endangered	False					athp1241	Q3449126	
api	api	Apiaká			Latn	BR		Extinct	False					apia1248	Q3507941	
apj	apj	Jicarilla Apache		510	Latn	US		Definitely endangered	False					jica1244	Q28277	Eastern Southern Athabaskan language spoken by the Jicarilla Apache
apk	apk	Kiowa Apache			Latn	US		Extinct	False					kiow1264	Q27861	extinct Southern Athabaskan language, formerly spoken in Arkansas
apl	apl	Lipan Apache			Latn	US		Extinct	False					lipa1241	Q28269	
apm	apm	Mescalero-Chiricahua Apache		1500	Latn	US		Definitely endangered	False					mesc1238	Q13368	Southern Athabaskan language spoken by the Mescalero and Chiricahua tribes in Oklahoma and New Mexico
apn	apn	Apinayé		2300	Latn	BR		Definitely endangered	False					apin1244	Q2858311	Indigenous language of Brazil
apo	apo	Ambul		11000	Latn	PG		Not endangered	False					apal1255	Q12627135	
app	app	Apma		7800	Latn	VU		Not endangered	False					apma1240	Q2669188	
apq	apq	A-Pucikwar			Latn	IN		Extinct	False					apuc1241	Q28466	extinct language of the Andaman Islands, India, formerly spoken by the Pucikwar people
apr	apr	Arop-Lokep		3000	Latn	PG		Not endangered	False					arop1243	Q2863482	language spoken in Papua New Guinea
aps	aps	Arop-Sissano		1500	Latn	PG		Not endangered	False					arop1242	Q12627242	
apt	apt	Apatani		45000	Latn	IN		Vulnerable	False					apat1240	Q56306	
apu	apu	Apurinã		2800	Latn	BR		Definitely endangered	False					apur1254	Q2859081	
apv	apv	Alapmunte			Latn	BR		Extinct	False					alap1235	Q16110782	
apw	apw	Western Apache		14000	Latn	US		Definitely endangered	False					west2615	Q28060	
apx	apx	Aputai		11000	Latn	ID		Definitely endangered	False					aput1237	Q12473343	
apy	apy	Apalaí		450	Latn	BR		Definitely endangered	False					apal1257	Q2736980	
apz	apz	Safeyoka		2400	Latn	PG		Not endangered	False					safe1240	Q7398693	
aqc	aqc	Archi		970	Cyrl	RU		Definitely endangered	False					arch1244	Q34915	
aqd	aqd	Ampari Dogon		5200	Latn	ML		Definitely endangered	False					ampa1238	Q4748057	
aqg	aqg	Arigidi			Latn	NG		Not endangered	False					arig1246	Q34829	
aqk	aqk	Aninka		500		NG			False							
aqm	aqm	Atohwaim		1000	Latn	ID		Vulnerable	False					atoh1238	Q11732297	Papuan language of West Papua
aqn	aqn	Northern Alta		200	Latn	PH		Definitely endangered	False					nort2875	Q7058116	
aqp	aqp	Atakapa			Latn	US		Extinct	False					atak1252	Q10975683	extinct language of southern United States
aqr	aqr	Arhâ		170	Latn	NC		Severely endangered	False					arha1237	Q4790085	
aqt	aqt	Angaité		1000	Latn	PY		Severely endangered	False					anga1316	Q15736037	
aqz	aqz	Akuntsu		4	Latn	BR		Critically endangered	False					akun1241	Q4701960	
ar	ara	Arabic	العربية	346277000	Arab	AE, BH, DJ, DZ, EG, EH, ER, IL, IQ, JO, KM, KW, LB, LY, MA, MR, OM, PS, QA, SA, SD, SO, SY, TD, TN, XA, YE	Official [AE], Official [BH], Official [DJ], Official [DZ], Official [EG], Official [EH], Official [IL], Official [IQ], Official [JO], Official [KM], Official [KW], Official [LB], Official [LY], Official [MA], Official [MR], Official [OM], Official [PS], Official [QA], Official [SA], Official [SD], Official [SO], Official [SY], Official [TD], Official [TN], Official [YE]	Not endangered	True		aao, abh, abv, acm, acq, acw, acx, acy, adf, aeb, aec, afb, ajp, apc, apd, arb, arq, ars, ary, arz, auz, avl, ayh, ayl, ayn, ayp, pga, shu, ssh					
arb	arb	Standard Arabic						Not endangered	False	ar				stan1318	Q56467	the standardized and literary variety of Arabic used in writing and in most formal speech
ard	ard	Arabana		31	Latn	AU			False					arab1267	Q3507959	
are	are	Western Arrarnta		4500	Latn	AU		Definitely endangered	False					west2441	Q12645549	Australian Aboriginal language
arh	arh	Arhuaco		8000	Latn	CO		Vulnerable	False					arhu1242	Q2640621	language of Colombia
ari	ari	Arikara		10	Latn	US		Critically endangered	False					arik1262	Q56539	
arj	arj	Arapaso			Latn	BR		Extinct	False					arap1275	Q9627356	extinct language of Brazil
ark	ark	Arikapú		2	Latn	BR		Critically endangered	False					arik1265	Q3446640	
arl	arl	Arabela		50	Latn	PE		Critically endangered	False					arab1268	Q2591221	nearly extinct indigenous American language of the Zaparoan family
arn	arn	Mapudungun	Mapudungun	270000	Latn	CL		Definitely endangered	False					mapu1245	Q33730	language spoken in Chile and Argentina by the Mapuche people
aro	aro	Araona		100	Latn	BO		Definitely endangered	False					arao1248	Q958414	
arp	arp	Arapaho		1100	Latn	US		Severely endangered	False					arap1274	Q56417	language of the Algonquian family, spoken in the United States
arq	arq	Algerian Arabic	الدارجة الجزائرية	36000000	Arab	DZ		Not endangered	False	ar				alge1239	Q56499	Maghrebi dialect of the Arabic language spoken in Algeria
arr	arr	Karo		210	Latn	BR		Definitely endangered	False					karo1305	Q35539	
ars	ars	Najdi Arabic		1000000	Arab	SA		Not endangered	False	ar				najd1235	Q56574	dialect Saudi Arabia
aru	aru	Aruá			Latn	BR		Extinct	False					arua1263	Q2746221	
arv	arv	Arbore		10000	Latn	ET		Definitely endangered	False					arbo1245	Q56883	
arw	arw	Arawak			Latn	GF, GY, SR, VE		Severely endangered	False					araw1276	Q2655664	language spoken by the Lokono people
arx	arx	Aruá			Latn	BR		Critically endangered	False					arua1261	Q3507907	
ary	ary	Moroccan Arabic	الداريجة المغريبية	31000000	Arab, Latn	MA		Not endangered	False	ar				moro1292	Q56426	Maghrebi dialect of the Arabic language spoken in Morocco
arz	arz	Egyptian Arabic	اللغه المصريه الحديثه	78000000	Arab	EG		Not endangered	False	ar				egyp1253	Q29919	Arabic dialect spoken in Egypt
as	asm	Assamese	অসমীয়া	17000000	Beng, Latn	IN	Regional official [IN]	Not endangered	False					assa1263	Q29401	Indo-Aryan language spoken in Assam, India
asa	asa	Asu	Kipare	700000	Latn	TZ		Not endangered	False					asut1235	Q36403	
asb	asb	Assiniboine		150	Latn	CA		Definitely endangered	False					assi1247	Q2591288	
asc	asc	Casuarina Coast Asmat			Latn	ID		Not endangered	False					casu1237	Q11732046	Papuan language
asg	asg	Cishingini	Chishingini	200000	Latn	NG		Not endangered	False					cish1238	Q35199	Kainji language of Nigeria
ash	ash	Abishira			Latn	PE		Extinct	False					abis1238	Q2871740	
asi	asi	Buruwai		1000	Latn	ID		Definitely endangered	False					buru1308	Q5001031	Asmat–Kamoro language spoken in New Guinea
asj	asj	Sari		7600	Latn	CM		Not endangered	False					nsar1238	Q36418	
ask	ask	Ashkun			Arab, Latn	AF		Definitely endangered	False					ashk1246	Q29379	language of Afghanistan spoken by the Âṣkuňu, Saňu, and Grâmsaňâ people in the region of the central Pech Valley
asl	asl	Asilulu			Latn	ID		Vulnerable	False					asil1242	Q12473347	language in Maluku
asn	asn	Xingú Asuriní		120	Latn	BR		Definitely endangered	False					xing1248	Q8044571	
aso	aso	Dano		30000	Latn	PG		Not endangered	False					dano1240	Q5220979	
asr	asr	Asuri		7000	Latn	IN		Definitely endangered	False					asur1254	Q3504321	
ass	ass	Ipulo			Latn	CM		Not endangered	False					ipul1238	Q35408	
ast	ast	Asturian	asturianu	650000	Latn	ES	Regional official [ES]	Not endangered	False					astu1245		
asu	asu	Tocantins Asurini		1500	Latn	BR		Definitely endangered	False					toca1235	Q32041490	
asv	asv	Asoa		26000	Latn	CD		Not endangered	False					asoa1238	Q56296	
asx	asx	Muratayak		1100	Latn	PG		Not endangered	False					mura1271	Q11732766	
asy	asy	Yaosakor Asmat		7000	Latn	ID		Definitely endangered	False					yaos1235	Q16113158	
asz	asz	As		230	Latn	ID		Definitely endangered	False					asss1237	Q2866218	Austronesian language
ata	ata	Pele-Ata		2000	Latn	PG		Definitely endangered	False					pele1245	Q56511	
atb	atb	Zaiwa		110000	Latn	CN		Not endangered	False					zaiw1241	Q56594	Burmish language
atc	atc	Atsahuaca			Latn	PE		Extinct	False					atsa1242	Q4817730	
atd	atd	Ata Manobo		27000	Latn	PH		Not endangered	False					atam1240	Q12627315	
ate	ate	Atemble		8	Latn	PG		Critically endangered	False					atem1241	Q4813055	
atg	atg	Ivbie North-Okpela-Arhe			Latn	NG		Not endangered	False					ivbi1241	Q7082551	
ati	ati	Attié	Akie	380000	Latn	CI		Not endangered	False					atti1239	Q34844	Ivory Coast ethnicity
atj	atj	Atikamekw	Atikamekw Nehiromowin	6400	Latn	CA		Vulnerable	False					atik1240	Q56590	Algonquian language
atk	atk	Ati			Latn	PH		Definitely endangered	False					atii1237	Q4815751	
atl	atl	Mt. Iraya Agta			Latn	PH		Critically endangered	False					mtir1236	Q6921430	
atm	atm	Ata			Latn	PH		Critically endangered	False					ataa1240	Q4812603	
atn	atn	Ashtiani				IR		Vulnerable	False					asht1244	Q3436590	
ato	ato	Atong		4200	Latn	CM		Vulnerable	False					aton1242	Q34824	Grassfields language of Cameroon
atp	atp	Pudtol Atta		2000	Latn	PH		Vulnerable	False					pudt1235	Q12640726	
atq	atq	Aralle-Tabulahan		12000	Latn	ID		Not endangered	False					aral1243	Q4783889	
atr	atr	Waimiri-Atroari			Latn	BR		Definitely endangered	False					waim1253	Q56865	
ats	ats	Gros Ventre			Latn	US		Extinct	False					gros1243	Q56628	
att	att	Pamplona Atta		2000	Latn	PH		Not endangered	False					pamp1244	Q12639245	
atu	atu	Reel			Latn	SD		Vulnerable	False					reel1238	Q7306882	
atv	atv	Northern Altai		57000	Cyrl	RU		Definitely endangered	False					nort2686	Q2640863	several tribal Turkic dialects/languages spoken in Siberian Altai region
atw	atw	Atsugewi			Latn	US		Extinct	False					atsu1245	Q56718	
atx	atx	Arutani			Latn	BR, VE		Extinct	False					arut1244	Q56609	
aty	aty	Aneityum		900	Latn	VU		Definitely endangered	False					anei1239	Q2379113	
atz	atz	Arta		11	Latn	PH		Critically endangered	False					arta1239	Q3508067	
aua	aua	Asumboa		10	Latn	SB		Severely endangered	False					asum1237	Q4811870	
aub	aub	Alugu		14000	Latn	CN		Not endangered	False					alug1235	Q12626798	
auc	auc	Waorani		1600	Latn	EC		Definitely endangered	False					waor1240	Q758570	language isolate spoken by the Huaorani people in the Amazon
aud	aud	Anuta		270	Latn	SB		Definitely endangered	False					anut1237	Q35326	Polynesian Outlier language
aug	aug	Aguna			Latn	BJ, TG		Definitely endangered	False					agun1238	Q34733	language spoken in Benin
auh	auh	Aushi		100000	Latn	ZM		Not endangered	False					aush1241	Q2872082	
aui	aui	Anuki		890	Latn	PG		Definitely endangered	False					anuk1239	Q3508132	
auj	auj	Awjilah		2700	Latn	LY		Definitely endangered	False					awji1241	Q56398	
auk	auk	Heyo		1500	Latn	PG		Definitely endangered	False					heyo1240	Q3504295	
aul	aul	Aulua		750	Latn	VU		Definitely endangered	False					aulu1238	Q427300	
aum	aum	Asu		4200	Latn	NG		Not endangered	False					asun1235	Q34798	
aun	aun	Molmo One			Latn	PG		Definitely endangered	False					molm1235	Q12637224	
auo	auo	Auyokawa			Latn	NG		Extinct	False					auyo1240	Q56247	
aup	aup	Makayam			Latn	PG		Not endangered	False					maka1315	Q6738863	
auq	auq	Anus		320	Latn	ID		Definitely endangered	False					anus1237	Q23855	Oceanic language spoken in Indonesia
aur	aur	Aruek		740	Latn	PG		Definitely endangered	False					arue1240	Q3504279	
aut	aut	Austral		3000	Latn	PF		Definitely endangered	False					aust1304	Q2669261	language of French Polynesia
auu	auu	Auye		600	Latn	ID		Definitely endangered	False					auye1238	Q4827334	Papuan language
auw	auw	Awyi		350	Latn	ID		Definitely endangered	False					awyi1241	Q3513326	Papuan language
aux	aux	Aurá			Latn	BR		Extinct	False					aura1243	Q3507995	
auy	auy	Awiyaana		11000	Latn	PG		Not endangered	False					awiy1238	Q2873211	
auz	auz	Uzbeki Arabic			Arab	UZ		Definitely endangered	False	ar				uzbe1248	Q3399507	variety of Arabic spoken in Uzbekistan
av	ava	Avaric	Магӏарул мацӏ	1310000	Cyrl	AZ, RU	Regional official [RU]	Vulnerable	False					avar1256	Q29561	language belonging to the Avar–Andic group of the Northeast Caucasian language family
avb	avb	Avau			Latn	PG		Not endangered	False					avau1237	Q12627412	
avd	avd	Alviri-Vidari			Arab	IR		Severely endangered	False					alvi1241	Q3327357	
avi	avi	Avikam		21000	Latn	CI		Not endangered	False					avik1243	Q34840	
avl	avl	Eastern Egyptian Bedawi Arabic		2800000	Arab	EG		Not endangered	False	ar				east2690	Q56714	variety of Arabic spoken by Bedouins mostly in eastern Egypt in the Sinai Peninsula and along the north of the Red Sea, and also in the South of Jordan, and the north-west corner of Saudi Arabia
avm	avm	Angkamuthi			Latn	AU		Extinct	False					angg1238	Q62603022	
avn	avn	Avatime		24000	Latn	GH		Not endangered	False					avat1244	Q34796	
avo	avo	Agavotaguerra			Latn	BR		Extinct	False					agav1236	Q3508007	
avs	avs	Aushiri			Latn	PE		Extinct	False					aush1242	Q3409318	
avt	avt	Au		8000	Latn	PG		Definitely endangered	False					auuu1241	Q3446608	
avu	avu	Avokaya		40000	Latn	CD		Not endangered	False					avok1242	Q56685	
avv	avv	Avá-Canoeiro		14	Latn	BR		Severely endangered	False					avac1239	Q4829584	
awa	awa	Awadhi	अवधी	25000000	Deva	IN		Not endangered	False					awad1243	Q29579	Indo-Aryan language spoken in Northern India
awb	awb	Awa		2100	Latn	PG		Not endangered	False					awap1236	Q2874650	language spoken in Papua New Guinea
awc	awc	Cicipu		20000	Latn	NG		Vulnerable	False					cici1237	Q35193	language of Kacwin
awe	awe	Awetí		170	Latn	BR		Definitely endangered	False					awet1244	Q4830038	
awg	awg	Anguthimri			Latn	AU		Extinct	False					angu1242	Q4764288	Extinct Australian Aboriginal language
awh	awh	Awbono		100	Latn	ID		Vulnerable	False					awbo1238	Q3446684	
awi	awi	Aekyom		8000	Latn	PG		Not endangered	False					aeky1238	Q3399691	
awk	awk	Awabakal			Latn	AU		Extinct	False					awab1243	Q3449138	
awm	awm	Arawum		60	Latn	PG		Severely endangered	False					araw1272	Q4784537	
awn	awn	Awngi	Awngi	490000	Latn	ET		Not endangered	False					awng1244	Q34934	
awo	awo	Awak		6000	Latn	NG		Not endangered	False					awak1250	Q3446643	
awr	awr	Awera		70	Latn	ID		Definitely endangered	False					awer1241	Q56379	
aws	aws	South Awyu		13000	Latn	ID		Vulnerable	False					sout2941	Q12633986	
awt	awt	Araweté		280	Latn	BR		Definitely endangered	False					araw1273	Q4784535	
awu	awu	Central Awyu		14000	Latn	ID		Not endangered	False					cent2118	Q12628801	
awv	awv	Jair Awyu		2300	Latn	ID		Vulnerable	False					jair1235	Q16110177	
aww	aww	Awun		400	Latn	PG		Definitely endangered	False					awun1245	Q56369	
awx	awx	Awara		1900	Latn	PG		Not endangered	False					awar1248	Q2874670	Finisterre language originating in Papua New Guinea
awy	awy	Edera Awyu		13000	Latn	ID		Vulnerable	False					eder1237	Q12630425	
axb	axb	Abipon			Latn	AR		Extinct	False					abip1241	Q11252539	extinct language of Argentina
axe	axe	Ayerrerenge			Latn	AU		Extinct	False					ayer1246	Q16112737	extinct Australian Aboriginal language
axg	axg	Mato Grosso Arára			Latn	BR		Extinct	False					mato1253	Q3446660	Extinct unclassified language of Brazil
axk	axk	Yaka			Latn	CF, CG, CM		Vulnerable	False					yaka1272	Q11010149	
axl	axl	Lower Southern Aranda			Latn	AU		Extinct	False					lowe1436	Q6693295	extinct Australian Aboriginal language
axx	axx	Xârâgurè		760	Latn	NC		Vulnerable	False					xara1243	Q8045635	
ay	aym	Aymara	Aymar aru	2810000	Latn	BO, PE	Official [BO]		True		ayc, ayr			nucl1667	Q4627	native language in South America
aya	aya	Awar			Latn	PG		Severely endangered	False					awar1249	Q56876	Ramu language spoken in Papua New Guinea
ayb	ayb	Ayizo Gbe	Ayizɔ	230000	Latn	BJ		Not endangered	False					ayiz1245	Q34841	
ayc	ayc	Southern Aymara			Latn	PE		Not endangered	False	ay				sout2996	Q3508036	
ayd	ayd	Ayabadhu			Latn	AU		Extinct	False					ayab1239	Q3509164	Extinct Australian Aboriginal language
